latitude,longitude
47.66750817099364,-122.38616492045777
47.62870611914096,-122.36864966512351
47.626562564654286,-122.36597049607877
47.6672557246488,-122.38655150603799
47.62695580868776,-122.36722323009879
47.61900302189922,-122.35103997470505
47.612916712920565,-122.33757136811963
47.60283179872331,-122.33704498863032
47.6024398788819,-122.33682315830316
47.601857946070346,-122.33684246530845
47.603103426864116,-122.33648394632955
47.60392699626333,-122.3372328233727
47.60097281891156,-122.33587679089766
47.60371844290559,-122.33163083126003
47.602615851038486,-122.3293810697292
47.59643896101194,-122.32490231319483
47.59615680997558,-122.32547421197084
47.59462940239558,-122.3265630156429
47.54829868007771,-122.31230464104692
47.5539587344537,-122.3190942883475
47.550675118845184,-122.32941648069509
47.5536420742096,-122.32869487228109
47.555006362889394,-122.32899242230539
47.55136568361321,-122.31704802356451
47.55071148232168,-122.31533473201316
47.55036440744942,-122.32064444890047
47.55590472829799,-122.33294442078204
47.552889557473144,-122.33059993836426
47.55082364570028,-122.33574019861202
47.55121990243447,-122.33586000066815
47.54668657538432,-122.31441918209399
47.54695406731043,-122.33396324475908
47.54551070362773,-122.33366833383299
47.546704131992946,-122.33391218321772
47.683070555157464,-122.32238236712779
47.68333570103763,-122.32244968191915
47.68341186447592,-122.32215536185127
47.60340896731258,-122.32455187189922
47.603632198511995,-122.32515210944622
47.60284606062384,-122.32519301104803
47.60273445769868,-122.3248959937701
47.60230541733631,-122.32542682657875
47.60250562601229,-122.32502551322116
47.60240976896382,-122.3252705314796
47.602327596608696,-122.32535346989273
47.60321953985543,-122.32496004755424
47.60288107981887,-122.3253209711039
47.60363662520039,-122.32439596150286
47.603452598770815,-122.32525642767777
47.60254267167408,-122.32514994907741
47.60297107083789,-122.32481038324228
47.60223723701829,-122.32510636541677
47.598821732441465,-122.32286076273274
47.599098123785005,-122.3223098838648
47.5996523808751,-122.32235471129883
47.59916287481556,-122.32247635735706
47.599077218799,-122.32268128248124
47.59868446179788,-122.32291744183728
47.591409337514555,-122.31743841076698
47.591564801239635,-122.31774935416219
47.59178318496832,-122.31812765473383
47.59204602831211,-122.31773117195661
47.59240758976085,-122.31808925342912
47.588653069052,-122.31996700617668
47.5892811170041,-122.3194824250942
47.58887378724995,-122.31998062061183
47.59000639275774,-122.3199163775294
47.56715192195982,-122.31982822508627
47.56808480439536,-122.31899263786572
47.58687561755804,-122.31980641047726
47.58722018461635,-122.31909349721217
47.586769876887644,-122.319155243331
47.5795169050572,-122.3184320144333
47.580195991415465,-122.31805767000121
47.579845535242484,-122.31831358170038
47.580238311716975,-122.31821477459317
47.58076099113109,-122.31885050459782
47.57965100739412,-122.31805750734176
47.590865300109094,-122.31945874042974
47.59140019783616,-122.3194353443698
47.590809608469996,-122.31950267390391
47.60757826956971,-122.33069729484465
47.60787492558199,-122.33167976668187
47.60003044155269,-122.32385552935405
47.60074655688305,-122.32429840974098
47.60048799549836,-122.32422462800442
47.6000202331246,-122.32439430128926
47.60111504735052,-122.32429974449916
47.60020989886506,-122.3245801614764
47.60128876968616,-122.32423637300384
47.60105350960003,-122.32391069631713
47.60100568488705,-122.32466536359956
47.60065821704433,-122.32444025898266
47.59992365619556,-122.32426356371212
47.600262647976244,-122.32420428422206
47.661607136202264,-122.32133248568803
47.66105839712705,-122.32168666436147
47.662108819397616,-122.32083288911042
47.594370253171256,-122.31529565123591
47.59447458650816,-122.31495251779988
47.594805135428736,-122.31891171898395
47.594498889840565,-122.31888103147467
47.59486861006648,-122.31954949280576
47.595720846361196,-122.31904041794944
47.59476326816664,-122.31916538300268
47.5953578715523,-122.31901197472041
47.59530759540086,-122.31919653226643
47.5953669505284,-122.31899009308496
47.59439532993734,-122.31874119630798
47.594977618526435,-122.31882064762398
47.59557889661311,-122.31935255377282
47.595418055036916,-122.31865638545364
47.59486872933731,-122.31926805743015
47.595571010151644,-122.31896854801369
47.59505722758421,-122.31946024689354
47.59468918258327,-122.31883003585364
47.5950029208949,-122.31896266323358
47.59454930081982,-122.31956791215062
47.594470064226336,-122.31935294093459
47.59420887246672,-122.31872561410621
47.594122380085516,-122.31855463702705
47.595496369136775,-122.31873989340167
47.59468344577462,-122.31959595178422
47.5951304600913,-122.31914842723924
47.59573949300997,-122.31946640199158
47.595116467290325,-122.31899000738298
47.595574187440356,-122.31883572335205
47.59434041104621,-122.31895740760501
47.59510666901658,-122.31919906988608
47.594317487268754,-122.31941669048545
47.59417043210037,-122.31874860072016
47.59451777401417,-122.31888822617113
47.59549561706844,-122.31929620766958
47.59469548846456,-122.31910255989021
47.59570973509304,-122.31966511002331
47.595126090736116,-122.31926010074139
47.59541087445873,-122.31876484519192
47.59534531897371,-122.31952247562437
47.59514743498333,-122.31942441927093
47.59543709978015,-122.31950094267961
47.59433383993083,-122.31954152672066
47.59549746140886,-122.3194098785972
47.59436604279754,-122.3193380179527
47.595571959077816,-122.31936897758627
47.59497861826556,-122.31952445479064
47.59458429364738,-122.3187705870649
47.59497354882853,-122.31926896750963
47.59555986957602,-122.31860317824626
47.594185013172066,-122.31902669788093
47.59510033410812,-122.31942443722235
47.594063183564685,-122.31740885220182
47.59499519116858,-122.3167920723754
47.595275783918055,-122.31660745550545
47.59501064225575,-122.31758644527301
47.59471051155061,-122.31689821021682
47.59345422676347,-122.318049053408
47.59486066076332,-122.31826975706406
47.59457172825615,-122.31842241101047
47.59452064857813,-122.31800248088673
47.59462032480807,-122.31863741218999
47.6250420398087,-122.36609094945025
47.62544086240571,-122.36639665270856
47.62654113653249,-122.36595369559147
47.626193043322694,-122.3663393842086
47.62531506407384,-122.366275044509
47.625641991279466,-122.36621566581043
47.70619184460995,-122.33123232185504
47.70639923466264,-122.33093982701538
47.706941438778614,-122.3308700484209
47.705955535263094,-122.3307052452164
47.70680651238911,-122.33113987644009
47.60377713689457,-122.32559158652148
47.6037702478679,-122.32547645988764
47.60438296693633,-122.32541757896342
47.60423393068233,-122.32557897644958
47.60402444895954,-122.32607510630051
47.60295339219755,-122.32592215333538
47.6043103787607,-122.32602785140789
47.602924770418035,-122.32635984832663
47.603828363467976,-122.32625176277091
47.60434225534778,-122.32643574231312
47.603706864612306,-122.32632557702986
47.603891103454764,-122.32603634075038
47.60341518922335,-122.32593618845377
47.60310144703845,-122.32547820549415
47.60409171144109,-122.32578579196536
47.603651962587215,-122.32553271081106
47.60291824236561,-122.32611694949786
47.60422856307572,-122.32632331366366
47.60341360178025,-122.32585803207029
47.603523718877426,-122.32550636330438
47.60306248108747,-122.32541028362762
47.60314735361795,-122.32556289728284
47.60345636085169,-122.32603980632621
47.603024341801024,-122.32572863597177
47.60287970535585,-122.3264091376346
47.60315494260597,-122.32588321513728
47.60280473515217,-122.32626062422597
47.60465826996321,-122.32592558228474
47.60516212915729,-122.3256208686293
47.60452065790962,-122.32621598783444
47.6043730875609,-122.32621834241043
47.60487324039071,-122.32638780394227
47.60467014480823,-122.32584548085251
47.60398868822845,-122.32634471690096
47.666808182082875,-122.3207252903073
47.66614383122685,-122.32110698339568
47.66665448338326,-122.32066887300896
47.66688692786444,-122.32122250265827
47.66714919386774,-122.32155967770576
47.66610884328261,-122.32159571256146
47.66572724063262,-122.32119458685672
47.665937318412794,-122.32310406833606
47.6655821448612,-122.32282444691539
47.67913672703181,-122.32117257246212
47.6790762266073,-122.32182929325218
47.678834988426495,-122.32136681514514
47.679291795514644,-122.3215829609181
47.67858942036501,-122.32111804102335
47.67826715712772,-122.32165248918044
47.6793579887488,-122.32151527085239
47.679789626405096,-122.32096134589531
47.678682863729755,-122.32131531806716
47.678854972091784,-122.32212656105577
47.67928445402509,-122.32152123577913
47.6800900874474,-122.32135199528716
47.68605812892021,-122.32375766887611
47.68500628373646,-122.32359742519472
47.68593001266747,-122.32376795694346
47.685676433263865,-122.32439627549509
47.68575830280689,-122.32485216823498
47.69527941005706,-122.32994825110463
47.69538847610511,-122.33031908904354
47.69752070990581,-122.3297254190575
47.69845900257583,-122.33047393240341
47.696993371174344,-122.33050983661165
47.71300546435191,-122.32782296377597
47.71388207275414,-122.32825203575463
47.714026627555384,-122.32751936586187
47.724778431481035,-122.32512785383292
47.72471937190302,-122.32481695705413
47.72483492914084,-122.32446152389038
47.5992653586674,-122.31990927385228
47.59986849738765,-122.3197771824432
47.600246720336074,-122.31961302942966
47.59959750193381,-122.32346489240078
47.59907488796443,-122.3227641315119
47.60154919727176,-122.3264236148472
47.6015481214984,-122.3265945886749
47.60522045768605,-122.32896064113109
47.605656738043145,-122.32834105981688
47.608775470328276,-122.3310412675305
47.60827143444314,-122.3313946925996
47.62340969219891,-122.32876454902278
47.623286239087506,-122.32847795849162
47.62509070442547,-122.32797875544442
47.62561586271703,-122.32779216037015
47.62574887203262,-122.32735280047777
47.62583597824849,-122.3277125590415
47.62729922118736,-122.32928729930607
47.62634761840586,-122.32879922040641
47.62872955475878,-122.32665625591551
47.629040169732924,-122.3264853014709
47.57292201308281,-122.31971189349198
47.57282612036101,-122.31953376587845
47.571015942799164,-122.32035283176818
47.570570619088095,-122.32042909140186
47.59266077769604,-122.30838851028976
47.5913624073458,-122.3084091335121
47.59103798097588,-122.30830397267682
47.59218646709074,-122.3075674000605
47.59257003315563,-122.30808571667595
47.591478884907524,-122.30839794403764
47.591821076713295,-122.30794444610447
47.59059463348173,-122.30856092335397
47.59052776408673,-122.30832491898693
47.591594394302795,-122.30856301725076
47.590834236788496,-122.30858323539286
47.59132238330242,-122.30807500075731
47.59135430056727,-122.30861827914687
47.59070568362199,-122.3083112484033
47.5908905944497,-122.31079566795101
47.590643789144735,-122.31080799488952
47.59012016338328,-122.31135121524457
47.58949713769351,-122.30969945355757
47.590428272032,-122.30945064533444
47.59046971937997,-122.30887519574556
47.59014779930336,-122.30933746806011
47.58938386689105,-122.30896024630455
47.589441885405336,-122.30893676507148
47.59065104719862,-122.30741619933313
47.59002487376955,-122.30725188139266
47.58995428614983,-122.30810691449086
47.588916280329016,-122.30627298387893
47.58965770154921,-122.30634954420171
47.590207143402935,-122.30655910915944
47.58998602142343,-122.3061316283536
47.589038598689456,-122.30630336121635
47.58920967687426,-122.30608875362036
47.58951737894637,-122.30673232597613
47.58971079522715,-122.30624738011652
47.58903859383016,-122.30636133127247
47.58885762942765,-122.30604222042547
47.58882757955763,-122.30637715875778
47.58953228404919,-122.30645047862882
47.58999911510937,-122.30605653819953
47.5895605351763,-122.30609061839216
47.589962958234544,-122.30589057043984
47.589938284756244,-122.30296004714293
47.58901265384436,-122.30298784551621
47.58922473161168,-122.30325343928318
47.5889721050774,-122.30264010275016
47.58956801049567,-122.30309744792869
47.58974310745032,-122.3029224868079
47.589519873036394,-122.30250902744423
47.58962208281537,-122.30325720997925
47.64863787117237,-122.34443936852921
47.64964143631441,-122.3440272762751
47.66403353505301,-122.37963356449535
47.66437614029,-122.38024024943297
47.664716946696295,-122.38027859685434
47.63217041431854,-122.37479031572681
47.63214823941378,-122.37429329307159
47.633432938479636,-122.37452471229025
47.63314130452463,-122.37439525181021
47.63230628606049,-122.3744064432514
47.62766027205367,-122.36871206693681
47.62794686126045,-122.36855259583776
47.62659151580901,-122.36856726132835
47.62633953460938,-122.36629232540855
47.625738297704075,-122.36722422635843
47.62672520110009,-122.35733145721353
47.6265138120266,-122.35662422049897
47.626345590577614,-122.3572112966976
47.62528415760287,-122.35548691612523
47.62443835917275,-122.35516434118205
47.62406208059662,-122.35400488664568
47.62399696751186,-122.3538527968107
47.60269928795677,-122.33580760016926
47.6021674866861,-122.33660087322744
47.602482561217805,-122.3272823624208
47.60149485534561,-122.32763570170333
47.55215852239845,-122.32892765827812
47.552654968057745,-122.32881699846189
47.5511062576261,-122.32565650325131
47.550140516772245,-122.32580273783762
47.55048937697708,-122.3258166692969
47.550977013726715,-122.32571208643688
47.5498824641358,-122.32539508045558
47.551040665413964,-122.32545348415702
47.55244716716086,-122.32204607721688
47.55298576106852,-122.32181685562003
47.70883061475535,-122.31569398171303
47.66333239693141,-122.37059578737629
47.55504156489342,-122.37053845126506
47.62683738372845,-122.36563341665315
47.62773950138475,-122.3662027563627
47.62743512933423,-122.3642975281881
47.6279336608065,-122.3650192842246
47.62862659513113,-122.36739636617258
47.62752935836854,-122.3678009062143
47.62832224253518,-122.36806944057933
47.628658492936374,-122.36766111710207
47.62758537858495,-122.36884558291501
47.54100871092285,-122.34331062725042
47.680437313605275,-122.25861721508718
47.68684433261755,-122.3249263004934
47.605531873193065,-122.32769563139674
47.661861848491384,-122.32063746271815
47.66187700809245,-122.32140662499742
47.64306686182489,-122.30548849327809
47.62466039141345,-122.3446767531093
47.626179848962856,-122.34368016878182
47.60520782711127,-122.3283171998508
47.59132336607778,-122.31839350557122
47.59285291217887,-122.31849217839614
47.59345544979344,-122.31838738578338
47.59462818903985,-122.31735894643447
47.594128929807745,-122.31604061522903
47.59458488477081,-122.31524780554474
47.58926630632405,-122.32089914345505
47.59042959000713,-122.32001268988132
47.588935933248884,-122.31993508795703
47.58976130299469,-122.32020991105011
47.58753873935888,-122.31990102384832
47.58722424259093,-122.31988521886252
47.585996684594924,-122.31991480990378
47.5617427172022,-122.32159767785672
47.587793157451074,-122.32033953060323
47.561615256516696,-122.32110611818753
47.560352754000654,-122.32014043492075
47.57408240943335,-122.31928105258959
47.58492962882644,-122.32025948967382
47.58432767406911,-122.31998486002901
47.58310906523816,-122.3194483460148
47.5836230102097,-122.3190228017103
47.5822434891644,-122.3194501248449
47.560647921394164,-122.32080390815106
47.55959076562994,-122.32036079289503
47.55862320722006,-122.32078679940213
47.60797466701846,-122.32997211910396
47.598821566169974,-122.33584061337608
47.60116235171023,-122.32762829159297
47.60457370258808,-122.32770086578608
47.59211816411703,-122.3081026174535
47.58972090324395,-122.30543747374487
47.59162103622164,-122.30861271680378
47.589887589876426,-122.30815084470613
47.5893149025189,-122.30847125004263
47.58996664127988,-122.29734880826236
47.58980752963104,-122.32906874511433
47.5897631782105,-122.32885982155805
47.589933697295955,-122.32935270661994
47.58948687067337,-122.32919222862898
47.58765116301007,-122.32956079777746
47.59066518099212,-122.33723465358676
47.589471964128144,-122.33731956743867
47.58956057617998,-122.33789004104389
47.589546006020996,-122.33730888125748
47.58422221514413,-122.33564812815821
47.58557451669572,-122.33561902275702
47.586242097796834,-122.33502606907368
47.58344123546974,-122.33988294752578
47.578062216661465,-122.3224949397753
47.57653741237606,-122.33272893315699
47.57207424481177,-122.33977815298842
47.57243014637252,-122.34236210165572
47.570535637431945,-122.34228678940441
47.57046745872504,-122.34343224343965
47.572528370709385,-122.35369407209704
47.5664584519471,-122.32677675918649
47.56581104379495,-122.3255498508755
47.56512593298697,-122.32526704826753
47.55792402232373,-122.32951323262292
47.55501350503814,-122.326734920461
47.55080422436729,-122.31418495512497
47.54793952573764,-122.3135084645147
47.553695882574885,-122.31868587014243
47.5521563199431,-122.31940183002705
47.55173878803017,-122.32060187017285
47.55133480691044,-122.3356677743934
47.55176975891051,-122.33511500088734
47.546656764422096,-122.32820581983549
47.54445807807356,-122.33244017892132
47.54273586561838,-122.33192994000412
47.60340106553922,-122.3179201140253
47.60270649972772,-122.3194860730061
47.52854211069438,-122.27101552168554
47.52228416335957,-122.27802607854345
47.521441553784285,-122.27786484106423
47.57045379927188,-122.35660663436295
47.5711923340789,-122.35918710766504
47.56059131781683,-122.37551460730079
47.53332350336173,-122.3348095561884
47.535051690915104,-122.3310024875954
47.514905026827606,-122.33009931685004
47.60864375457155,-122.34199666339556
47.6201181372356,-122.3145593750771
47.620671253715635,-122.31291382526143
47.624173374672075,-122.33266133116305
47.625519566243305,-122.33245299349593
47.62582823536697,-122.32914274183511
47.627627321694355,-122.32847260007608
47.64583497568933,-122.29930296025428
47.647313433899576,-122.32240267475456
47.650932181535055,-122.3225051997534
47.65151654022515,-122.32213562642781
47.63615410033966,-122.34395685355616
47.63554702632202,-122.34385047574548
47.63876476291348,-122.34573937861032
47.63824395644828,-122.34587764220312
47.64178086447002,-122.34395259733066
47.64446647741414,-122.34780458234069
47.64451140739246,-122.34839747841364
47.64449618670566,-122.34891570429869
47.64760280442453,-122.3513863747416
47.61763421537163,-122.34582217847735
47.64508117268372,-122.37681444682617
47.65448311429197,-122.37623231752316
47.65369699141451,-122.37680871669643
47.65343513444036,-122.38441498296783
47.66174388786745,-122.39141356484659
47.66627676757423,-122.41714095489131
47.66777135708604,-122.38699285238677
47.664018308675516,-122.37932255124946
47.66440856048324,-122.37970482033658
47.67101490434819,-122.38475821475016
47.671036753432595,-122.38566518468066
47.670726115223665,-122.38588019664404
47.671471929356095,-122.4044010302245
47.67130340716119,-122.4045052113766
47.67118168120924,-122.40507965928032
47.67570161488024,-122.40608354985983
47.66728157549268,-122.37503302789992
47.66456854937997,-122.37361911969785
47.667889000658256,-122.3712625452649
47.666237068837496,-122.37003756531276
47.65496632918626,-122.3617881313924
47.653998583440824,-122.3606990128418
47.653616738626624,-122.36090021902163
47.648902853651144,-122.33210407083206
47.65168372393975,-122.32972610333105
47.66724367062469,-122.34785360767589
47.67055452479676,-122.34699483437221
47.671069276391655,-122.34703213425654
47.671509875676186,-122.34800466742017
47.6711835247567,-122.34091030377756
47.678840959483246,-122.34499996920881
47.68264988586873,-122.31870351170964
47.66552272438495,-122.3215606014716
47.66438473406811,-122.31827352057081
47.65552151359247,-122.32265250883863
47.66577599505218,-122.32074080268144
47.681888316482976,-122.31926619311386
47.68253290558656,-122.32207567830679
47.654609835587955,-122.31942553709433
47.655018196041866,-122.31953370954834
47.65575016982664,-122.31799946445906
47.66453465393841,-122.32029921205276
47.6727508626801,-122.31166452616743
47.6872329292508,-122.3292014201837
47.66639266818097,-122.2832953444563
47.69629740252677,-122.32962849084946
47.70208617863545,-122.31063219045332
47.721459292953355,-122.33956314137444
47.714713309879976,-122.29156880813002
47.70898622003945,-122.32904946349014
47.71312706613473,-122.32875878678809
47.71150025424581,-122.34249470708063
47.72023554720451,-122.29322498473216
47.72055588430999,-122.32696249987117
47.73327074424542,-122.32281383515897
47.73431921818256,-122.32271039327188
47.734089881941536,-122.3233073021195
47.53343674939568,-122.3365373640369
47.53376592927881,-122.33617709966093
47.534836366124026,-122.33613931610265
47.53439227059321,-122.33576338023539
47.53446608506136,-122.33622075511767
47.54875663816878,-122.31206992551762
47.54753523768991,-122.31156540237723
47.665385668402955,-122.3215805299599
47.66475114269161,-122.32164061770835
47.66421502208288,-122.32130057887505
47.66457330935464,-122.32182023124072
47.62866343986882,-122.36782973158243
47.628690697778595,-122.36834320020768
47.62861011962593,-122.3687127584779
47.62848698982606,-122.36847216990161
47.628191878992524,-122.36913340568962
47.62825115897676,-122.36918412007236
47.630585057130254,-122.37188101629253
47.63117774614675,-122.37199065985487
47.630330985914725,-122.37226920144302
47.63083606384654,-122.37218249053214
47.63179869263195,-122.3729184267684
47.63277343073533,-122.37285044565732
47.63142423360831,-122.37256678553216
47.63212948856504,-122.3728141376383
47.59164740105206,-122.32112568099502
47.59290124766384,-122.32077007600796
47.59257153420238,-122.32073626352661
47.59201963041964,-122.32082892094552
47.59151238821593,-122.3202449688359
47.59303569633937,-122.3210353941677
47.59187084919216,-122.3201433926478
47.59262706472703,-122.3204613086637
47.5934364602856,-122.31837747060626
47.59480215647842,-122.31829582177251
47.59472473278914,-122.31851304829401
47.593673585687085,-122.31863826097431
47.59442067429204,-122.31828503355045
47.59350365164496,-122.31842355648426
47.593912109561295,-122.31805386516207
47.59357796225898,-122.31832066559367
47.594149389838414,-122.31871927797903
47.593886471110686,-122.31893793207554
47.59392251640231,-122.3191506890332
47.59389751945288,-122.31875181788942
47.59424261800082,-122.31942541655101
47.5933971758154,-122.318879051723
47.593874334186005,-122.3191444007005
47.59375923147954,-122.31887912034598
47.592781096777294,-122.31956611855644
47.5937558569701,-122.32044875845074
47.59284566529958,-122.31964758143654
47.593809320156176,-122.31967844960705
47.59363231050564,-122.32031973299188
47.594124956466075,-122.31941772208845
47.59346323273929,-122.32014502582285
47.59404347661068,-122.31983541505586
47.68028913757439,-122.2494325849111
47.67976775443649,-122.24995521466275
47.66383469499878,-122.3209944984107
47.662996195036236,-122.32174832173041
47.6631767554851,-122.3213611738486
47.6602873001939,-122.32135989058833
47.66040042645381,-122.32090635278149
47.66079326334973,-122.32113400611254
47.665180964905346,-122.32154470766166
47.66505049832913,-122.3209657465267
47.66569662999686,-122.32104479465853
47.66541215886884,-122.32081964479926
47.66460454338502,-122.32108001118459
47.664763650202296,-122.3207843066959
47.61104574843102,-122.33158599222314
47.66428276978279,-122.32283088891838
47.663558299868136,-122.32237276658103
47.662166488545274,-122.32091009508368
47.66250298603091,-122.32127395988317
47.66304875752941,-122.32100967201063
47.66199133223993,-122.32062493195238
47.663278428629035,-122.32129733008507
47.66309998052912,-122.32169761759648
47.59573336131305,-122.32111753053684
47.595262500321404,-122.32056207302298
47.59530375647398,-122.3211081255318
47.59599933885334,-122.321183477552
47.59585182864768,-122.32063819310639
47.66111705246501,-122.32164543404699
47.661915667841974,-122.321384135607
47.66136856771161,-122.3216556620529
47.66149159510246,-122.32110726448357
47.66121554917502,-122.32145676335846
47.6609510464293,-122.32154051470583
47.66215825838786,-122.3218033760455
47.662415322424096,-122.3210961265165
47.6620783162295,-122.32119778511226
47.62471126512967,-122.34529443592737
47.62395528606853,-122.34442815394877
47.59545463260046,-122.32021203899612
47.595962761187856,-122.32007588596855
47.59598961392656,-122.31998251315403
47.594936719429725,-122.31964530281819
47.59639162095781,-122.3202970075076
47.5915198703141,-122.31881155672531
47.59224280240544,-122.31883864344805
47.59387727769426,-122.31714334242616
47.59528765744132,-122.31672722489832
47.594906856710196,-122.31794529653743
47.593845537755094,-122.31788106162834
47.59281575480104,-122.31923067800462
47.5943231113677,-122.31922555242592
47.59334001568165,-122.31924427518717
47.593961568257505,-122.319717788194
47.5928909707645,-122.31909232498266
47.592479570075,-122.31946653818392
47.59291151783753,-122.3193557080396
47.59329121597515,-122.31948057764835
47.59186570751881,-122.3209923249346
47.591743634132115,-122.32107368646459
47.59269586996456,-122.32305656406872
47.59258346513606,-122.32331965751057
47.590601341862836,-122.32054538096304
47.59026224478242,-122.31998184339362
47.591256884140705,-122.32006879818627
47.592027218097456,-122.32051977909133
47.59106128894238,-122.32003330458477
47.58703130792283,-122.3201862599521
47.5877611056503,-122.31988570068658
47.56204901797937,-122.32240735668428
47.56200791466645,-122.32144051877862
47.56312484369219,-122.32184305660903
47.56245753346954,-122.32243922564271
47.56335981463854,-122.32156855256878
47.56278697386722,-122.32184557273176
47.56179706695596,-122.32179580357207
47.56184611332107,-122.3226839662896
47.562324523343314,-122.32191796402154
47.5624899063263,-122.32206260472174
47.56186199040486,-122.32205903614982
47.561724206372816,-122.32196476155373
47.5617927005931,-122.3214980492999
47.56044121815203,-122.32076498413431
47.56093973022817,-122.32074233837325
47.55969237861783,-122.32014051799078
47.56086150025876,-122.3203382648039
47.56145653358669,-122.32118943900122
47.57867556408113,-122.31853918744734
47.579593584128745,-122.31833221174797
47.57867355603357,-122.31856893387125
47.58262694570884,-122.3190510872822
47.58297228521826,-122.31925851855303
47.58642267449069,-122.31956432755985
47.586077257587156,-122.32011479308909
47.586107338883,-122.32005391556979
47.585575277909,-122.31922920490507
47.586028373411274,-122.32020459164274
47.59489435532551,-122.31965135811514
47.595791750790475,-122.31995978869698
47.595352054729304,-122.31962071233283
47.59600219837362,-122.31986495193517
47.59599453299754,-122.31917970143327
47.59496229265026,-122.31911159125839
47.595579198275296,-122.31890035143515
47.594761749607756,-122.31873173192656
47.59411423559837,-122.31871276797817
47.59506209081842,-122.31920328103973
47.59454424988374,-122.31959064185061
47.59438755106042,-122.31869904367389
47.59490532206069,-122.31939624324922
47.5951704317747,-122.3192002257429
47.59548023139996,-122.31840924165304
47.594550340772535,-122.31930544959938
47.59611123603935,-122.31873115594651
47.59569947854226,-122.31868152720045
47.59469224269232,-122.318879061857
47.594474165387176,-122.31854058324147
47.59610844746226,-122.31892878135068
47.59520887999579,-122.3192987420138
47.595114301633664,-122.31846848993091
47.59482675568446,-122.32007115297571
47.59473707241229,-122.32011855058862
47.59349226768488,-122.31976664528106
47.593793529099095,-122.32053089676361
47.594321564732944,-122.31981685533458
47.60283755080229,-122.32464379982598
47.60216862260357,-122.32395438299162
47.60171611399944,-122.32399688803183
47.60181115614333,-122.32430364354524
47.6020986695147,-122.32446145131286
47.6024790243536,-122.32471735192739
47.60118801132765,-122.32426512973207
47.60170140027566,-122.32457013730557
47.602524243288435,-122.32423872766815
47.60174064968241,-122.32460267734884
47.60158596508695,-122.3243614926694
47.60195541174008,-122.32403142902814
47.60216377567341,-122.32438227986087
47.60237121118039,-122.32415822707503
47.601927611842044,-122.32440987357292
47.60224718217808,-122.32447573889479
47.601220975116924,-122.32384559506362
47.60254949886853,-122.32371963045712
47.60209440965209,-122.32382990051246
47.601281023084155,-122.32424680463856
47.60207110960637,-122.32366215397488
47.60240783903428,-122.32490225928379
47.60329971358558,-122.32532180971015
47.603856658945546,-122.32516659582457
47.60348913324923,-122.3254914386484
47.60260024732388,-122.32529633331623
47.60277411576407,-122.32592676760277
47.60299995636041,-122.32514587736584
47.603098928595564,-122.32492256767786
47.60394298017185,-122.32507909314705
47.60306132244508,-122.32515427808858
47.604929178937226,-122.32705109015764
47.60496740492903,-122.32622942442677
47.60394105530353,-122.32677709141271
47.60389729900212,-122.32617938669739
47.60374659927578,-122.32641442052545
47.603720338239064,-122.32621516282767
47.60492888294994,-122.32687332828552
47.604880089245256,-122.32697936979417
47.604591062752846,-122.3263569751376
47.60482966778008,-122.32660948792602
47.595859856426,-122.31575258323511
